plant,material,procurement_type,lead_time_days,order_policy_note,reason_code
NW02,MAT-100015,X,21.0,Mixed procurement,READY
NW02,MAT-100016,F,14.0,In-house production,READY
NW02,MAT-100017,E,14.0,External procurement,READY
NW02,MAT-100018,X,35.0,Mixed procurement,READY
NW02,MAT-100019,X,35.0,Mixed procurement,READY
NW02,MAT-100025,F,21.0,In-house production,READY
NW02,MAT-100028,X,45.0,Mixed procurement,READY
NW02,MAT-100036,F,28.0,In-house production,READY
NW02,MAT-100041,F,14.0,In-house production,READY
NW02,MAT-100045,F,14.0,In-house production,READY
NW02,MAT-100047,E,60.0,External procurement,READY
NW02,MAT-100048,F,14.0,In-house production,READY
NW02,MAT-100054,E,21.0,External procurement,READY
NW02,MAT-100060,E,14.0,External procurement,READY
NW02,MAT-100062,X,35.0,Mixed procurement,READY
NW02,MAT-100067,E,21.0,External procurement,READY
NW02,MAT-100068,F,14.0,In-house production,READY
NW02,MAT-100069,X,14.0,Mixed procurement,READY
NW02,MAT-100077,X,28.0,Mixed procurement,READY
NW02,MAT-100080,F,28.0,In-house production,READY
NW02,MAT-100085,F,35.0,In-house production,READY
NW02,MAT-100089,F,60.0,In-house production,READY
NW02,MAT-100107,X,28.0,Mixed procurement,READY
NW02,MAT-100109,F,28.0,In-house production,READY
NW02,MAT-100110,F,28.0,In-house production,READY
NW02,MAT-100118,E,35.0,External procurement,READY
NW02,MAT-100126,X,28.0,Mixed procurement,READY
NW02,MAT-100143,X,35.0,Mixed procurement,READY
NW02,MAT-100147,F,45.0,In-house production,READY
NW02,MAT-100148,E,14.0,External procurement,READY
NW02,MAT-100151,F,14.0,In-house production,READY
NW02,MAT-100152,X,28.0,Mixed procurement,READY
NW02,MAT-100158,F,14.0,In-house production,READY
NW02,MAT-100171,X,28.0,Mixed procurement,READY
NW02,MAT-100173,E,60.0,External procurement,READY
NW02,MAT-100175,F,35.0,In-house production,READY
NW02,MAT-100176,X,21.0,Mixed procurement,READY
NW02,MAT-100177,F,60.0,In-house production,READY
NW02,MAT-100183,X,14.0,Mixed procurement,READY
NW02,MAT-100184,E,28.0,External procurement,READY
NW02,MAT-100187,E,45.0,External procurement,READY
NW02,MAT-100189,F,35.0,In-house production,READY
NW02,MAT-100191,E,14.0,External procurement,READY
NW02,MAT-100202,F,14.0,In-house production,READY
NW02,MAT-100205,E,21.0,External procurement,READY
NW02,MAT-100206,X,45.0,Mixed procurement,READY
NW02,MAT-100207,X,35.0,Mixed procurement,READY
NW02,MAT-100208,F,35.0,In-house production,READY
NW02,MAT-100210,F,45.0,In-house production,READY
NW02,MAT-100213,E,14.0,External procurement,READY
NW02,MAT-100218,E,14.0,External procurement,READY
NW02,MAT-100221,X,35.0,Mixed procurement,READY
NW02,MAT-100229,E,35.0,External procurement,READY
NW02,MAT-100234,X,28.0,Mixed procurement,READY
NW02,MAT-100242,X,60.0,Mixed procurement,READY
NW02,MAT-100253,F,21.0,In-house production,READY
NW02,MAT-100258,X,28.0,Mixed procurement,READY
NW02,MAT-100261,E,21.0,External procurement,READY
NW02,MAT-100265,X,28.0,Mixed procurement,READY
NW02,MAT-100271,E,21.0,External procurement,READY
NW02,MAT-100272,E,35.0,External procurement,READY
NW02,MAT-100273,E,14.0,External procurement,READY
NW02,MAT-100281,F,45.0,In-house production,READY
NW02,MAT-100282,X,60.0,Mixed procurement,READY
NW02,MAT-100283,F,35.0,In-house production,READY
NW02,MAT-100286,F,14.0,In-house production,READY
NW02,MAT-100288,F,14.0,In-house production,READY
NW02,MAT-100305,X,35.0,Mixed procurement,READY
NW02,MAT-100311,F,28.0,In-house production,READY
NW02,MAT-100313,F,28.0,In-house production,READY
NW02,MAT-100314,F,14.0,In-house production,READY
NW02,MAT-100328,X,14.0,Mixed procurement,READY
NW02,MAT-100329,X,45.0,Mixed procurement,READY
NW02,MAT-100330,F,28.0,In-house production,READY
NW02,MAT-100338,E,60.0,External procurement,READY
NW02,MAT-100343,E,45.0,External procurement,READY
NW02,MAT-100347,X,35.0,Mixed procurement,READY
NW02,MAT-100355,F,60.0,In-house production,READY
NW02,MAT-100356,X,28.0,Mixed procurement,READY
NW02,MAT-100360,F,14.0,In-house production,READY
NW02,MAT-100362,X,45.0,Mixed procurement,READY
NW02,MAT-100367,F,35.0,In-house production,READY
NW02,MAT-100368,E,35.0,External procurement,READY
NW02,MAT-100369,X,35.0,Mixed procurement,READY
NW02,MAT-100375,X,21.0,Mixed procurement,READY
NW02,MAT-100376,F,45.0,In-house production,READY
NW02,MAT-100383,X,21.0,Mixed procurement,READY
NW02,MAT-100384,X,35.0,Mixed procurement,READY
NW02,MAT-100393,F,28.0,In-house production,READY
NW02,MAT-100401,F,35.0,In-house production,READY
NW02,MAT-100406,X,60.0,Mixed procurement,READY
NW02,MAT-100408,X,60.0,Mixed procurement,READY
NW02,MAT-100420,F,45.0,In-house production,READY
NW02,MAT-100428,X,35.0,Mixed procurement,READY
NW02,MAT-100431,F,45.0,In-house production,READY
NW02,MAT-100433,E,60.0,External procurement,READY
NW02,MAT-100440,F,14.0,In-house production,READY
NW02,MAT-100444,X,45.0,Mixed procurement,READY
NW02,MAT-100451,F,45.0,In-house production,READY
NW02,MAT-100459,F,60.0,In-house production,READY
NW02,MAT-100460,E,45.0,External procurement,READY
NW02,MAT-100467,F,14.0,In-house production,READY
NW02,MAT-100473,F,28.0,In-house production,READY
NW02,MAT-100476,X,14.0,Mixed procurement,READY
NW02,MAT-100478,F,45.0,In-house production,READY
NW02,MAT-100480,E,28.0,External procurement,READY
NW02,MAT-100481,E,35.0,External procurement,READY
NW02,MAT-100482,E,45.0,External procurement,READY
NW02,MAT-100484,E,14.0,External procurement,READY
NW02,MAT-100489,F,14.0,In-house production,READY
NW02,MAT-100491,X,60.0,Mixed procurement,READY
NW02,MAT-100492,E,14.0,External procurement,READY
NW02,MAT-100499,E,60.0,External procurement,READY
NW02,MAT-100507,X,21.0,Mixed procurement,READY
NW02,MAT-100510,E,60.0,External procurement,READY
NW02,MAT-100516,F,28.0,In-house production,READY
NW02,MAT-100520,X,14.0,Mixed procurement,READY
NW02,MAT-100522,F,35.0,In-house production,READY
NW02,MAT-100525,F,45.0,In-house production,READY
NW02,MAT-100526,F,21.0,In-house production,READY
NW02,MAT-100529,E,35.0,External procurement,READY
NW02,MAT-100534,F,28.0,In-house production,READY
NW02,MAT-100538,X,28.0,Mixed procurement,READY
NW02,MAT-100545,E,45.0,External procurement,READY
NW02,MAT-100548,F,14.0,In-house production,READY
NW02,MAT-100553,E,35.0,External procurement,READY
NW02,MAT-100554,X,35.0,Mixed procurement,READY
NW02,MAT-100555,E,28.0,External procurement,READY
NW02,MAT-100556,X,60.0,Mixed procurement,READY
NW02,MAT-100560,E,35.0,External procurement,READY
NW02,MAT-100564,F,35.0,In-house production,READY
NW02,MAT-100566,E,45.0,External procurement,READY
NW02,MAT-100567,F,21.0,In-house production,READY
NW02,MAT-100569,X,14.0,Mixed procurement,READY
NW02,MAT-100573,X,21.0,Mixed procurement,READY
NW02,MAT-100576,X,45.0,Mixed procurement,READY
NW02,MAT-100577,X,60.0,Mixed procurement,READY
NW02,MAT-100584,E,21.0,External procurement,READY
NW02,MAT-100585,X,60.0,Mixed procurement,READY
NW02,MAT-100592,X,60.0,Mixed procurement,READY
NW02,MAT-100597,X,28.0,Mixed procurement,READY
NW02,MAT-100598,X,14.0,Mixed procurement,READY
NW02,MAT-100609,X,21.0,Mixed procurement,READY
NW02,MAT-100618,F,28.0,In-house production,READY
NW02,MAT-100629,X,21.0,Mixed procurement,READY
NW02,MAT-100640,E,28.0,External procurement,READY
NW02,MAT-100644,X,21.0,Mixed procurement,READY
NW02,MAT-100645,F,45.0,In-house production,READY
NW02,MAT-100646,X,35.0,Mixed procurement,READY
NW02,MAT-100651,X,21.0,Mixed procurement,READY
NW02,MAT-100653,E,60.0,External procurement,READY
NW02,MAT-100654,F,21.0,In-house production,READY
NW02,MAT-100655,F,35.0,In-house production,READY
NW02,MAT-100664,E,60.0,External procurement,READY
NW02,MAT-100668,E,21.0,External procurement,READY
NW02,MAT-100675,F,60.0,In-house production,READY
NW02,MAT-100682,X,60.0,Mixed procurement,READY
NW02,MAT-100688,X,60.0,Mixed procurement,READY
NW02,MAT-100695,F,28.0,In-house production,READY
NW02,MAT-100696,X,21.0,Mixed procurement,READY
NW02,MAT-100706,E,14.0,External procurement,READY
NW02,MAT-100713,X,35.0,Mixed procurement,READY
NW02,MAT-100720,E,60.0,External procurement,READY
NW02,MAT-100722,X,35.0,Mixed procurement,READY
NW02,MAT-100723,F,60.0,In-house production,READY
NW02,MAT-100737,F,28.0,In-house production,READY
NW02,MAT-100744,X,60.0,Mixed procurement,READY
NW02,MAT-100751,E,60.0,External procurement,READY
NW02,MAT-100752,F,60.0,In-house production,READY
NW02,MAT-100753,X,35.0,Mixed procurement,READY
NW02,MAT-100761,E,35.0,External procurement,READY
NW02,MAT-100762,X,21.0,Mixed procurement,READY
NW02,MAT-100767,F,14.0,In-house production,READY
NW02,MAT-100770,X,21.0,Mixed procurement,READY
NW02,MAT-100771,E,35.0,External procurement,READY
NW02,MAT-100773,X,45.0,Mixed procurement,READY
NW02,MAT-100774,F,28.0,In-house production,READY
NW02,MAT-100779,X,28.0,Mixed procurement,READY
NW02,MAT-100782,F,45.0,In-house production,READY
NW02,MAT-100792,F,45.0,In-house production,READY
NW02,MAT-100796,X,60.0,Mixed procurement,READY
NW02,MAT-100798,X,14.0,Mixed procurement,READY
NW02,MAT-100800,X,28.0,Mixed procurement,READY
NW02,MAT-100802,E,45.0,External procurement,READY
NW02,MAT-100804,E,14.0,External procurement,READY
NW02,MAT-100813,E,45.0,External procurement,READY
NW02,MAT-100814,X,45.0,Mixed procurement,READY
NW02,MAT-100817,E,60.0,External procurement,READY
NW02,MAT-100822,X,21.0,Mixed procurement,READY
NW02,MAT-100825,F,28.0,In-house production,READY
NW02,MAT-100826,E,21.0,External procurement,READY
NW02,MAT-100831,E,60.0,External procurement,READY
NW02,MAT-100835,F,28.0,In-house production,READY
NW02,MAT-100836,X,21.0,Mixed procurement,READY
NW02,MAT-100838,F,28.0,In-house production,READY
NW02,MAT-100841,F,35.0,In-house production,READY
NW02,MAT-100845,F,14.0,In-house production,READY
NW02,MAT-100848,X,60.0,Mixed procurement,READY
NW02,MAT-100861,X,60.0,Mixed procurement,READY
NW02,MAT-100867,X,45.0,Mixed procurement,READY
NW02,MAT-100868,X,14.0,Mixed procurement,READY
NW02,MAT-100869,F,28.0,In-house production,READY
NW02,MAT-100870,X,14.0,Mixed procurement,READY
NW02,MAT-100872,E,60.0,External procurement,READY
NW02,MAT-100874,F,21.0,In-house production,READY
NW02,MAT-100875,E,14.0,External procurement,READY
NW02,MAT-100888,E,14.0,External procurement,READY
NW02,MAT-100890,E,60.0,External procurement,READY
NW02,MAT-100894,F,35.0,In-house production,READY
NW02,MAT-100895,X,60.0,Mixed procurement,READY
NW02,MAT-100896,X,45.0,Mixed procurement,READY
NW02,MAT-100907,F,60.0,In-house production,READY
NW02,MAT-100909,F,21.0,In-house production,READY
NW02,MAT-100921,E,35.0,External procurement,READY
NW02,MAT-100922,X,60.0,Mixed procurement,READY
NW02,MAT-100924,X,45.0,Mixed procurement,READY
NW02,MAT-100931,E,35.0,External procurement,READY
NW02,MAT-100932,F,21.0,In-house production,READY
NW02,MAT-100942,F,60.0,In-house production,READY
NW02,MAT-100944,E,60.0,External procurement,READY
NW02,MAT-100951,F,60.0,In-house production,READY
NW02,MAT-100956,X,28.0,Mixed procurement,READY
NW02,MAT-100965,X,35.0,Mixed procurement,READY
NW02,MAT-100966,X,28.0,Mixed procurement,READY
NW02,MAT-100969,F,14.0,In-house production,READY
NW02,MAT-100972,F,60.0,In-house production,READY
NW02,MAT-100976,X,14.0,Mixed procurement,READY
NW02,MAT-100980,E,45.0,External procurement,READY
NW02,MAT-100983,F,45.0,In-house production,READY
NW02,MAT-100986,E,28.0,External procurement,READY
NW02,MAT-100987,E,21.0,External procurement,READY
NW02,MAT-101003,F,45.0,In-house production,READY
NW02,MAT-101008,X,60.0,Mixed procurement,READY
NW02,MAT-101012,F,21.0,In-house production,READY
NW02,MAT-101014,X,35.0,Mixed procurement,READY
NW02,MAT-101016,X,14.0,Mixed procurement,READY
NW02,MAT-101022,X,21.0,Mixed procurement,READY
NW02,MAT-101025,X,14.0,Mixed procurement,READY
NW02,MAT-101029,X,28.0,Mixed procurement,READY
NW02,MAT-101031,X,60.0,Mixed procurement,READY
NW02,MAT-101033,E,60.0,External procurement,READY
NW02,MAT-101036,E,60.0,External procurement,READY
NW02,MAT-101037,F,60.0,In-house production,READY
NW02,MAT-101045,E,21.0,External procurement,READY
NW02,MAT-101057,E,60.0,External procurement,READY
NW02,MAT-101058,X,35.0,Mixed procurement,READY
NW02,MAT-101061,X,35.0,Mixed procurement,READY
NW02,MAT-101065,X,14.0,Mixed procurement,READY
NW02,MAT-101068,X,21.0,Mixed procurement,READY
NW02,MAT-101074,F,28.0,In-house production,READY
NW02,MAT-101078,F,45.0,In-house production,READY
NW02,MAT-101084,F,45.0,In-house production,READY
NW02,MAT-101087,E,21.0,External procurement,READY
NW02,MAT-101088,X,60.0,Mixed procurement,READY
NW02,MAT-101090,X,21.0,Mixed procurement,READY
NW02,MAT-101092,X,45.0,Mixed procurement,READY
NW02,MAT-101094,F,60.0,In-house production,READY
NW02,MAT-101097,F,60.0,In-house production,READY
NW02,MAT-101098,F,60.0,In-house production,READY
NW02,MAT-101099,X,60.0,Mixed procurement,READY
NW02,MAT-101104,X,14.0,Mixed procurement,READY
NW02,MAT-101114,X,35.0,Mixed procurement,READY
NW02,MAT-101133,X,45.0,Mixed procurement,READY
NW02,MAT-101141,X,35.0,Mixed procurement,READY
NW02,MAT-101145,X,14.0,Mixed procurement,READY
NW02,MAT-101147,X,35.0,Mixed procurement,READY
NW02,MAT-101149,F,21.0,In-house production,READY
NW02,MAT-101155,E,28.0,External procurement,READY
NW02,MAT-101157,F,35.0,In-house production,READY
NW02,MAT-101158,E,60.0,External procurement,READY
NW02,MAT-101159,X,21.0,Mixed procurement,READY
NW02,MAT-101168,F,28.0,In-house production,READY
NW02,MAT-101169,E,21.0,External procurement,READY
NW02,MAT-101171,X,60.0,Mixed procurement,READY
NW02,MAT-101176,X,14.0,Mixed procurement,READY
NW02,MAT-101178,E,35.0,External procurement,READY
NW02,MAT-101183,F,21.0,In-house production,READY
NW02,MAT-101186,X,45.0,Mixed procurement,READY
NW02,MAT-101189,E,21.0,External procurement,READY
NW02,MAT-101191,X,60.0,Mixed procurement,READY
NW02,MAT-101194,X,45.0,Mixed procurement,READY
NW02,MAT-101195,E,45.0,External procurement,READY
NW02,MAT-101196,E,14.0,External procurement,READY
NW02,MAT-101203,E,35.0,External procurement,READY
NW02,MAT-101204,F,21.0,In-house production,READY
NW02,MAT-101208,X,35.0,Mixed procurement,READY
NW02,MAT-101209,X,45.0,Mixed procurement,READY
NW02,MAT-101214,F,60.0,In-house production,READY
NW02,MAT-101221,E,60.0,External procurement,READY
NW02,MAT-101222,X,14.0,Mixed procurement,READY
NW02,MAT-101223,E,35.0,External procurement,READY
NW02,MAT-101224,E,60.0,External procurement,READY
NW02,MAT-101225,X,35.0,Mixed procurement,READY
NW02,MAT-101232,X,45.0,Mixed procurement,READY
NW02,MAT-101236,X,14.0,Mixed procurement,READY
NW02,MAT-101238,X,45.0,Mixed procurement,READY
NW02,MAT-101243,F,60.0,In-house production,READY
NW02,MAT-101245,E,21.0,External procurement,READY
NW02,MAT-101248,X,60.0,Mixed procurement,READY
NW02,MAT-101256,E,45.0,External procurement,READY
NW02,MAT-101259,F,21.0,In-house production,READY
NW02,MAT-101260,E,60.0,External procurement,READY
NW02,MAT-101261,X,60.0,Mixed procurement,READY
NW02,MAT-101262,E,45.0,External procurement,READY
NW02,MAT-101268,F,45.0,In-house production,READY
NW02,MAT-101275,E,60.0,External procurement,READY
NW02,MAT-101277,X,45.0,Mixed procurement,READY
NW02,MAT-101289,F,60.0,In-house production,READY
NW02,MAT-101296,F,35.0,In-house production,READY
NW02,MAT-101297,F,21.0,In-house production,READY
NW02,MAT-101298,X,21.0,Mixed procurement,READY
NW02,MAT-101300,X,45.0,Mixed procurement,READY
NW02,MAT-101304,F,21.0,In-house production,READY
NW02,MAT-101305,F,45.0,In-house production,READY
NW02,MAT-101311,F,28.0,In-house production,READY
NW02,MAT-101314,F,35.0,In-house production,READY
NW02,MAT-101323,E,60.0,External procurement,READY
NW02,MAT-101325,E,14.0,External procurement,READY
NW02,MAT-101329,F,35.0,In-house production,READY
NW02,MAT-101330,X,35.0,Mixed procurement,READY
NW02,MAT-101338,F,35.0,In-house production,READY
NW02,MAT-101340,F,35.0,In-house production,READY
NW02,MAT-101341,E,28.0,External procurement,READY
NW02,MAT-101349,X,28.0,Mixed procurement,READY
NW02,MAT-101350,X,21.0,Mixed procurement,READY
NW02,MAT-101357,X,14.0,Mixed procurement,READY
NW02,MAT-101363,F,45.0,In-house production,READY
NW02,MAT-101364,X,28.0,Mixed procurement,READY
NW02,MAT-101366,X,45.0,Mixed procurement,READY
NW02,MAT-101367,E,45.0,External procurement,READY
NW02,MAT-101373,E,21.0,External procurement,READY
NW02,MAT-101380,X,45.0,Mixed procurement,READY
NW02,MAT-101383,F,35.0,In-house production,READY
NW02,MAT-101384,F,28.0,In-house production,READY
NW02,MAT-101398,X,60.0,Mixed procurement,READY
NW02,MAT-101399,X,28.0,Mixed procurement,READY
NW02,MAT-101403,X,45.0,Mixed procurement,READY
NW02,MAT-101404,E,35.0,External procurement,READY
NW02,MAT-101405,E,60.0,External procurement,READY
NW02,MAT-101410,E,60.0,External procurement,READY
NW02,MAT-101411,F,14.0,In-house production,READY
NW02,MAT-101426,X,35.0,Mixed procurement,READY
NW02,MAT-101430,X,45.0,Mixed procurement,READY
NW02,MAT-101432,E,45.0,External procurement,READY
NW02,MAT-101446,E,14.0,External procurement,READY
NW02,MAT-101447,E,60.0,External procurement,READY
NW02,MAT-101451,E,14.0,External procurement,READY
NW02,MAT-101453,E,14.0,External procurement,READY
NW02,MAT-101454,E,28.0,External procurement,READY
NW02,MAT-101455,E,45.0,External procurement,READY
NW02,MAT-101456,X,14.0,Mixed procurement,READY
NW02,MAT-101464,F,35.0,In-house production,READY
NW02,MAT-101465,X,35.0,Mixed procurement,READY
NW02,MAT-101480,E,35.0,External procurement,READY
NW02,MAT-101487,X,45.0,Mixed procurement,READY
NW02,MAT-101488,F,28.0,In-house production,READY
NW02,MAT-101493,X,35.0,Mixed procurement,READY
NW02,MAT-101496,E,21.0,External procurement,READY
NW02,MAT-200001,X,35.0,Mixed procurement,READY
NW02,MAT-200005,F,45.0,In-house production,READY
NW02,MAT-200006,X,21.0,Mixed procurement,READY
NW02,MAT-200013,F,60.0,In-house production,READY
NW02,MAT-200019,E,14.0,External procurement,READY
NW02,MAT-200023,F,35.0,In-house production,READY
NW02,MAT-200030,X,28.0,Mixed procurement,READY
NW02,MAT-200032,X,14.0,Mixed procurement,READY
NW02,MAT-200034,F,21.0,In-house production,READY
NW02,MAT-200036,X,45.0,Mixed procurement,READY
NW02,MAT-200044,F,28.0,In-house production,READY
NW02,MAT-200047,E,28.0,External procurement,READY
NW02,MAT-200058,X,45.0,Mixed procurement,READY
NW02,MAT-200059,X,45.0,Mixed procurement,READY
NW02,MAT-200063,X,21.0,Mixed procurement,READY
NW02,MAT-200064,X,60.0,Mixed procurement,READY
NW02,MAT-200073,F,14.0,In-house production,READY
NW02,MAT-200074,X,45.0,Mixed procurement,READY
NW02,MAT-200077,X,14.0,Mixed procurement,READY
NW02,MAT-200079,E,60.0,External procurement,READY
NW02,MAT-200080,E,35.0,External procurement,READY
NW02,MAT-200091,E,35.0,External procurement,READY
NW02,MAT-200096,E,21.0,External procurement,READY
NW02,MAT-200098,X,14.0,Mixed procurement,READY
NW02,MAT-200099,X,60.0,Mixed procurement,READY
NW02,MAT-200106,F,21.0,In-house production,READY
NW02,MAT-200109,E,14.0,External procurement,READY
NW02,MAT-200111,X,14.0,Mixed procurement,READY
