plant,header_material,component_material,qty_per,qty_per_effective,lead_time_weeks,comp_class,component_description,bom_status,reason_code
P01_NW01_Northwind Midwest,MAT-100651,RM-COIL-HC276,6.84,7.136,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100654,RM-COIL-SS316,7.931,8.466,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100657,RM-COIL-SS304,5.946,6.144,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100657,RM-COIL-HC276,8.788,9.338,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100662,RM-COIL-SS304,6.626,6.846,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100662,RM-COIL-HC276,6.508,6.809,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100674,RM-COIL-TI,6.002,6.429,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100674,RM-COIL-HC276,8.528,8.89,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100675,RM-COIL-NI,6.932,7.141,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100676,RM-COIL-SS316,12.695,13.481,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100677,RM-COIL-HC276,15.117,16.065,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100681,RM-COIL-NI,6.676,6.938,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100683,RM-COIL-HC276,11.587,12.396,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100687,RM-COIL-AL,4.193,4.405,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100691,RM-COIL-AL,6.756,7.222,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100691,RM-COIL-SS304,8.833,9.216,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100695,RM-COIL-AL,9.545,10.233,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100700,RM-COIL-NI,9.359,9.994,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100701,RM-COIL-NI,12.45,13.412,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100708,RM-COIL-NI,5.549,5.83,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100708,RM-COIL-SS316,7.751,8.215,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100711,RM-COIL-TI,5.518,5.735,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100711,RM-COIL-HC276,7.753,8.32,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100717,RM-COIL-AL,5.54,5.895,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100719,RM-COIL-SS304,12.301,12.634,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100722,RM-COIL-SS304,7.411,7.908,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100723,RM-COIL-TI,5.065,5.234,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100723,RM-COIL-NI,5.222,5.556,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100725,RM-COIL-HC276,14.023,14.731,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100726,RM-COIL-TI,7.801,8.217,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100726,RM-COIL-HC276,11.101,11.742,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100732,RM-COIL-TI,5.211,5.411,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100741,RM-COIL-NI,5.704,5.876,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100741,RM-COIL-HC276,8.734,9.158,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100753,RM-COIL-AL,4.171,4.407,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100753,RM-COIL-SS304,7.199,7.66,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100754,RM-COIL-TI,5.926,6.087,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100761,RM-COIL-SS304,13.521,14.705,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100761,RM-COIL-HC276,14.406,14.913,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100762,RM-COIL-SS304,9.442,9.852,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100765,RM-COIL-TI,4.742,4.861,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100765,RM-COIL-HC276,7.693,8.224,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100780,RM-COIL-HC276,7.498,7.709,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100785,RM-COIL-TI,7.918,8.376,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100785,RM-COIL-AL,9.254,9.912,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100789,RM-COIL-HC276,7.366,7.664,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100791,RM-COIL-SS304,12.709,13.638,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100792,RM-COIL-SS304,7.272,7.662,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100792,RM-COIL-AL,4.007,4.124,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100793,RM-COIL-HC276,7.559,7.941,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100804,RM-COIL-TI,5.529,5.837,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100804,RM-COIL-AL,4.513,4.791,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100808,RM-COIL-NI,9.451,10.113,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100810,RM-COIL-AL,5.662,5.839,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100811,RM-COIL-HC276,10.075,10.713,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100811,RM-COIL-SS304,7.83,8.344,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100817,RM-COIL-NI,6.205,6.624,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100818,RM-COIL-SS316,6.017,6.321,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100820,RM-COIL-SS316,14.247,14.805,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100822,RM-COIL-SS316,8.326,8.791,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100824,RM-COIL-HC276,8.325,8.839,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100824,RM-COIL-TI,4.747,5.09,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100839,RM-COIL-AL,8.976,9.576,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100841,RM-COIL-TI,4.931,5.1,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100845,RM-COIL-SS316,14.312,14.803,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100846,RM-COIL-NI,7.526,7.938,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100853,RM-COIL-SS316,6.284,6.543,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100856,RM-COIL-AL,9.682,10.182,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100862,RM-COIL-AL,5.317,5.537,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100863,RM-COIL-SS304,11.8,12.264,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100875,RM-COIL-HC276,13.805,14.73,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100878,RM-COIL-TI,5.104,5.367,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100881,RM-COIL-HC276,16.583,17.658,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100887,RM-COIL-NI,9.258,9.641,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100887,RM-COIL-SS316,13.952,14.345,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100890,RM-COIL-NI,6.971,7.147,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100895,RM-COIL-TI,7.169,7.729,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100903,RM-COIL-HC276,6.806,7.28,8,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100903,RM-COIL-SS304,7.234,7.643,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100908,RM-COIL-SS316,6.011,6.423,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100908,RM-COIL-SS304,5.677,6.157,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100909,RM-COIL-HC276,6.924,7.405,4,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100913,RM-COIL-SS316,6.14,6.53,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100915,RM-COIL-HC276,8.039,8.364,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100916,RM-COIL-AL,8.127,8.455,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100926,RM-COIL-TI,6.042,6.255,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100932,RM-COIL-NI,5.136,5.255,2,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100932,RM-COIL-HC276,6.455,7.014,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100943,RM-COIL-TI,5.839,6.171,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100949,RM-COIL-TI,5.217,5.454,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100954,RM-COIL-SS304,9.86,10.228,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100956,RM-COIL-NI,5.769,5.92,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100958,RM-COIL-AL,4.284,4.479,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100960,RM-COIL-TI,6.0,6.487,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100963,RM-COIL-SS316,8.469,8.69,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100964,RM-COIL-NI,11.612,12.347,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100965,RM-COIL-SS304,11.674,12.205,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100967,RM-COIL-HC276,10.622,10.964,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100970,RM-COIL-SS304,5.877,6.307,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100971,RM-COIL-TI,8.201,8.665,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100971,RM-COIL-SS304,11.829,12.814,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100977,RM-COIL-NI,10.048,10.341,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100980,RM-COIL-AL,4.844,5.024,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100984,RM-COIL-NI,5.74,5.896,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100989,RM-COIL-AL,8.793,8.987,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100993,RM-COIL-SS316,7.705,8.21,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-100998,RM-COIL-SS304,6.3,6.786,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101001,RM-COIL-NI,10.227,10.65,6,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101002,RM-COIL-HC276,11.474,11.902,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101002,RM-COIL-SS316,10.107,10.473,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101009,RM-COIL-SS304,7.184,7.401,3,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101009,RM-COIL-SS316,6.706,7.259,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101010,RM-COIL-AL,4.935,5.203,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101010,RM-COIL-SS304,6.403,6.829,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101012,RM-COIL-AL,7.534,8.0,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101017,RM-COIL-AL,5.308,5.624,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101017,RM-COIL-SS316,7.954,8.446,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101020,RM-COIL-AL,5.093,5.455,3,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101021,RM-COIL-SS316,6.953,7.366,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101022,RM-COIL-TI,5.921,6.227,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101022,RM-COIL-SS304,7.247,7.699,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101023,RM-COIL-TI,5.134,5.492,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101027,RM-COIL-SS316,8.697,8.995,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101032,RM-COIL-SS316,7.641,8.183,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101045,RM-COIL-HC276,9.325,9.985,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101058,RM-COIL-AL,5.566,5.924,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101067,RM-COIL-TI,11.171,11.84,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101070,RM-COIL-SS304,5.376,5.624,6,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101073,RM-COIL-AL,8.173,8.699,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101080,RM-COIL-TI,4.45,4.535,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101080,RM-COIL-NI,5.886,6.232,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101084,RM-COIL-NI,12.843,13.703,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101084,RM-COIL-TI,8.319,8.791,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101089,RM-COIL-AL,5.439,5.659,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101092,RM-COIL-TI,4.607,4.836,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101092,RM-COIL-SS304,5.412,5.68,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101095,RM-COIL-SS304,5.564,5.863,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101097,RM-COIL-HC276,16.378,16.838,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101097,RM-COIL-TI,9.075,9.678,6,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101101,RM-COIL-AL,4.624,4.886,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101104,RM-COIL-SS316,7.264,7.757,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101105,RM-COIL-NI,6.322,6.532,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101105,RM-COIL-SS304,6.016,6.361,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101111,RM-COIL-AL,5.201,5.369,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101113,RM-COIL-HC276,7.819,8.016,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101115,RM-COIL-SS316,14.34,14.671,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101115,RM-COIL-TI,8.063,8.627,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101120,RM-COIL-AL,8.65,9.07,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101131,RM-COIL-SS316,8.295,8.756,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101134,RM-COIL-AL,6.796,7.229,4,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101142,RM-COIL-SS304,6.872,7.276,2,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101144,RM-COIL-HC276,12.425,13.205,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101144,RM-COIL-NI,9.323,9.671,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101149,RM-COIL-SS316,6.923,7.048,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101150,RM-COIL-NI,5.095,5.505,3,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101150,RM-COIL-HC276,8.692,9.052,3,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101159,RM-COIL-AL,6.524,6.987,6,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101161,RM-COIL-SS316,7.62,8.084,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101161,RM-COIL-SS304,5.51,5.902,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101167,RM-COIL-TI,5.883,6.275,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101168,RM-COIL-NI,10.491,10.903,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101173,RM-COIL-SS316,7.039,7.301,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101175,RM-COIL-SS316,10.828,11.52,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101177,RM-COIL-TI,5.007,5.356,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101177,RM-COIL-SS304,6.783,7.355,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101191,RM-COIL-SS316,8.005,8.489,2,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101195,RM-COIL-AL,6.357,6.738,2,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101196,RM-COIL-TI,4.739,5.056,2,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101198,RM-COIL-TI,4.631,4.804,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101206,RM-COIL-HC276,8.803,9.228,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101206,RM-COIL-SS316,9.194,9.508,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101210,RM-COIL-NI,5.763,6.219,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101211,RM-COIL-TI,8.247,8.816,4,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101219,RM-COIL-AL,6.425,6.729,8,Plates,COIL ALUMINUM 1300mm 0.6mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101224,RM-COIL-SS316,8.095,8.53,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101234,RM-COIL-TI,4.865,5.154,3,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101239,RM-COIL-SS316,6.377,6.57,4,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101245,RM-COIL-SS304,5.617,5.843,4,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101245,RM-COIL-SS316,8.141,8.67,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101248,RM-COIL-NI,7.036,7.624,4,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101252,RM-COIL-HC276,14.265,15.366,2,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101252,RM-COIL-SS316,13.924,14.727,3,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101264,RM-COIL-HC276,13.767,14.801,6,Plates,COIL HASTELLOY C276 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101267,RM-COIL-NI,6.798,7.236,8,Plates,COIL NICKEL 1200mm 0.35mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101270,RM-COIL-SS316,6.221,6.68,8,Plates,COIL SS316 1250mm 0.5mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101274,RM-COIL-SS304,5.608,6.017,8,Plates,COIL SS304 1250mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101278,RM-COIL-TI,6.451,6.652,8,Plates,COIL TITANIUM 1200mm 0.4mm,Active,READY
P01_NW01_Northwind Midwest,MAT-101278,RM-COIL-SS316,9.853,10.251,6,Plates,COIL SS316 1250mm 0.5mm,Active,READY
