plant,header_material,component_material,effective_component_qty,scrap_factor
NW01,MAT-200092,RM-COMP-SILI,0.3,1.0353
NW01,MAT-200097,RM-COMP-AFLAS,0.478,1.072
NW01,MAT-200099,RM-COMP-NBR,0.33,1.0666
NW01,MAT-200101,RM-COMP-NBR,0.351,1.0485
NW01,MAT-200103,RM-COMP-NBR,0.301,1.0394
NW01,MAT-200106,RM-COMP-HNBR,0.403,1.0644
NW01,MAT-200109,RM-COMP-HNBR,0.375,1.0691
NW01,MAT-200110,RM-COMP-EPDM,0.253,1.0281
NW01,MAT-200134,RM-COMP-AFLAS,0.58,1.0815
NW01,MAT-200136,RM-COMP-HNBR,0.375,1.068
NW01,MAT-200138,RM-COMP-AFLAS,0.545,1.0597
NW01,MAT-200148,RM-COMP-NBR,0.401,1.0535
NW01,MAT-200149,RM-COMP-EPDM,0.28,1.0793
NW01,MAT-200149,RM-COMP-SILI,0.312,1.0546
NW01,MAT-200156,RM-COMP-NBR,0.361,1.0525
NW01,MAT-200161,RM-COMP-AFLAS,0.511,1.0363
NW01,MAT-200162,RM-COMP-NBR,0.348,1.0383
NW01,MAT-200167,RM-COMP-AFLAS,0.4,1.0455
NW01,MAT-200167,RM-COMP-SILI,0.271,1.0686
NW01,MAT-200170,RM-COMP-HNBR,0.404,1.0292
NW01,MAT-200170,RM-COMP-SILI,0.27,1.0191
NW01,MAT-200174,RM-COMP-NBR,0.33,1.0886
NW01,MAT-200177,RM-COMP-HNBR,0.417,1.063
NW01,MAT-200179,RM-COMP-FKM,0.392,1.0486
NW01,MAT-200180,RM-COMP-EPDM,0.296,1.0414
NW01,MAT-200182,RM-COMP-HNBR,0.484,1.0803
NW01,MAT-200186,RM-COMP-SILI,0.349,1.0333
NW01,MAT-200200,RM-COMP-AFLAS,0.551,1.0605
NW01,MAT-200202,RM-COMP-NBR,0.354,1.0302
NW01,MAT-200203,RM-COMP-FKM,0.381,1.0414
NW01,MAT-200209,RM-COMP-FKM,0.37,1.07
NW01,MAT-200220,RM-COMP-AFLAS,0.472,1.0443
NW01,MAT-200231,RM-COMP-NBR,0.367,1.0722
NW01,MAT-200233,RM-COMP-SILI,0.323,1.0404
NW01,MAT-200233,RM-COMP-NBR,0.304,1.0496
NW01,MAT-200234,RM-COMP-AFLAS,0.387,1.0463
NW01,MAT-200236,RM-COMP-EPDM,0.314,1.0475
NW01,MAT-200239,RM-COMP-HNBR,0.405,1.0667
NW01,MAT-200240,RM-COMP-FKM,0.372,1.0774
NW01,MAT-200240,RM-COMP-HNBR,0.331,1.0414
NW01,MAT-200246,RM-COMP-EPDM,0.296,1.0465
NW01,MAT-200248,RM-COMP-HNBR,0.372,1.0856
NW01,MAT-200250,RM-COMP-NBR,0.383,1.065
NW01,MAT-200253,RM-COMP-SILI,0.375,1.0773
NW01,MAT-200256,RM-COMP-EPDM,0.29,1.0719
NW01,MAT-200258,RM-COMP-SILI,0.363,1.0659
NW01,MAT-200262,RM-COMP-HNBR,0.402,1.0568
NW01,MAT-200262,RM-COMP-SILI,0.311,1.068
NW01,MAT-200267,RM-COMP-HNBR,0.396,1.0719
NW01,MAT-200267,RM-COMP-EPDM,0.293,1.0485
NW01,MAT-200269,RM-COMP-NBR,0.312,1.0475
NW01,MAT-200283,RM-COMP-EPDM,0.266,1.0413
NW01,MAT-200290,RM-COMP-SILI,0.309,1.0546
NW01,MAT-200290,RM-COMP-EPDM,0.312,1.0688
NW01,MAT-200294,RM-COMP-FKM,0.378,1.0794
NW01,MAT-200298,RM-COMP-NBR,0.377,1.0496
NW01,MAT-200305,RM-COMP-FKM,0.395,1.0629
NW01,MAT-200306,RM-COMP-HNBR,0.409,1.0568
NW01,MAT-200312,RM-COMP-AFLAS,0.452,1.0435
NW01,MAT-200316,RM-COMP-EPDM,0.292,1.0191
NW01,MAT-200321,RM-COMP-EPDM,0.283,1.0486
NW01,MAT-200321,RM-COMP-HNBR,0.385,1.0413
NW01,MAT-200326,RM-COMP-HNBR,0.475,1.0537
NW01,MAT-200326,RM-COMP-AFLAS,0.546,1.0609
NW01,MAT-200334,RM-COMP-HNBR,0.432,1.0332
NW01,MAT-200336,RM-COMP-HNBR,0.374,1.0332
NW01,MAT-200347,RM-COMP-HNBR,0.478,1.0493
NW01,MAT-200349,RM-COMP-HNBR,0.474,1.0506
NW01,MAT-200351,RM-COMP-AFLAS,0.522,1.0844
NW01,MAT-200371,RM-COMP-FKM,0.518,1.0773
NW01,MAT-200373,RM-COMP-EPDM,0.343,1.0605
NW01,MAT-200376,RM-COMP-EPDM,0.357,1.0628
NW01,MAT-200376,RM-COMP-FKM,0.474,1.0434
NW01,MAT-200378,RM-COMP-AFLAS,0.469,1.0272
NW01,MAT-200378,RM-COMP-FKM,0.453,1.0455
NW01,MAT-200381,RM-COMP-HNBR,0.329,1.0546
NW01,MAT-200393,RM-COMP-NBR,0.408,1.0526
NW01,MAT-200397,RM-COMP-EPDM,0.333,1.0495
NW01,MAT-200398,RM-COMP-HNBR,0.35,1.064
NW01,MAT-200410,RM-COMP-EPDM,0.318,1.0463
NW01,MAT-200410,RM-COMP-NBR,0.41,1.0516
NW01,MAT-200415,RM-COMP-SILI,0.271,1.0564
NW01,MAT-200415,RM-COMP-NBR,0.365,1.0712
NW01,MAT-200417,RM-COMP-EPDM,0.354,1.0666
NW01,MAT-200418,RM-COMP-EPDM,0.297,1.0353
NW01,MAT-200421,RM-COMP-SILI,0.333,1.0383
NW01,MAT-200422,RM-COMP-HNBR,0.454,1.07
NW01,MAT-200426,RM-COMP-EPDM,0.321,1.0656
NW01,MAT-200432,RM-COMP-EPDM,0.29,1.0353
NW01,MAT-200437,RM-COMP-SILI,0.343,1.0433
NW01,MAT-200441,RM-COMP-FKM,0.544,1.0813
NW01,MAT-200453,RM-COMP-HNBR,0.389,1.0281
NW01,MAT-200453,RM-COMP-AFLAS,0.476,1.0534
NW01,MAT-200456,RM-COMP-SILI,0.309,1.0292
NW01,MAT-200457,RM-COMP-NBR,0.44,1.0628
NW01,MAT-200462,RM-COMP-NBR,0.356,1.0465
NW01,MAT-200463,RM-COMP-EPDM,0.334,1.0352
NW01,MAT-200469,RM-COMP-NBR,0.443,1.0812
NW01,MAT-200473,RM-COMP-AFLAS,0.411,1.0353
NW01,MAT-200476,RM-COMP-AFLAS,0.57,1.0636
NW01,MAT-200477,RM-COMP-NBR,0.386,1.0465
NW01,MAT-200480,RM-COMP-SILI,0.274,1.075
NW01,MAT-200482,RM-COMP-EPDM,0.247,1.0362
NW01,MAT-200485,RM-COMP-SILI,0.31,1.0496
NW01,MAT-200492,RM-COMP-FKM,0.459,1.0636
NW01,MAT-200494,RM-COMP-FKM,0.446,1.0802
NW01,MAT-200505,RM-COMP-SILI,0.259,1.0332
NW01,MAT-200509,RM-COMP-AFLAS,0.547,1.0424
NW01,MAT-200510,RM-COMP-AFLAS,0.53,1.0363
NW01,MAT-200510,RM-COMP-SILI,0.309,1.0671
NW01,MAT-200512,RM-COMP-SILI,0.302,1.0617
NW01,MAT-200512,RM-COMP-FKM,0.519,1.0555
NW01,MAT-200514,RM-COMP-EPDM,0.348,1.0546
NW01,MAT-200519,RM-COMP-AFLAS,0.452,1.0823
NW01,MAT-200521,RM-COMP-EPDM,0.313,1.0718
NW01,MAT-200523,RM-COMP-HNBR,0.411,1.0696
NW01,MAT-200525,RM-COMP-AFLAS,0.426,1.064
NW01,MAT-200528,RM-COMP-SILI,0.285,1.065
NW01,MAT-200528,RM-COMP-FKM,0.413,1.0635
NW01,MAT-200537,RM-COMP-NBR,0.376,1.0619
NW01,MAT-200537,RM-COMP-HNBR,0.455,1.073
NW01,MAT-200541,RM-COMP-HNBR,0.397,1.0496
NW01,MAT-200541,RM-COMP-AFLAS,0.554,1.068
NW01,MAT-200548,RM-COMP-HNBR,0.469,1.0302
NW01,MAT-200548,RM-COMP-AFLAS,0.519,1.0804
NW01,MAT-200575,RM-COMP-NBR,0.349,1.0547
NW01,MAT-200581,RM-COMP-AFLAS,0.526,1.0322
NW01,MAT-200587,RM-COMP-SILI,0.323,1.0261
NW01,MAT-200600,RM-COMP-NBR,0.429,1.0231
NW01,MAT-200610,RM-COMP-FKM,0.462,1.0383
NW01,MAT-200617,RM-COMP-FKM,0.451,1.0302
NW01,MAT-200622,RM-COMP-SILI,0.313,1.0603
NW01,MAT-200626,RM-COMP-SILI,0.336,1.0659
NW01,MAT-200635,RM-COMP-FKM,0.454,1.0281
NW01,MAT-200638,RM-COMP-HNBR,0.387,1.0465
NW01,MAT-200641,RM-COMP-NBR,0.399,1.0566
NW01,MAT-200652,RM-COMP-HNBR,0.462,1.0812
NW01,MAT-200652,RM-COMP-FKM,0.418,1.0373
NW01,MAT-200654,RM-COMP-FKM,0.43,1.0423
NW01,MAT-200657,RM-COMP-FKM,0.368,1.0424
NW01,MAT-200657,RM-COMP-NBR,0.401,1.0578
NW01,MAT-200661,RM-COMP-EPDM,0.345,1.0835
NW01,MAT-200668,RM-COMP-SILI,0.319,1.0578
NW01,MAT-200668,RM-COMP-AFLAS,0.56,1.0496
NW01,MAT-200671,RM-COMP-SILI,0.29,1.0322
NW01,MAT-200680,RM-COMP-SILI,0.366,1.0506
NW01,MAT-200685,RM-COMP-AFLAS,0.432,1.0282
NW01,MAT-200687,RM-COMP-EPDM,0.317,1.0262
NW01,MAT-200689,RM-COMP-SILI,0.277,1.0576
NW01,MAT-200690,RM-COMP-FKM,0.419,1.064
NW01,MAT-200691,RM-COMP-NBR,0.303,1.0444
NW01,MAT-200693,RM-COMP-NBR,0.326,1.0677
NW01,MAT-200695,RM-COMP-HNBR,0.444,1.0759
NW01,MAT-200704,RM-COMP-SILI,0.268,1.0865
NW01,MAT-200709,RM-COMP-SILI,0.348,1.0394
NW01,MAT-200713,RM-COMP-HNBR,0.474,1.0617
NW01,MAT-200720,RM-COMP-EPDM,0.3,1.0302
NW01,MAT-200724,RM-COMP-AFLAS,0.534,1.0803
NW01,MAT-200736,RM-COMP-SILI,0.316,1.0465
NW01,MAT-200749,RM-COMP-AFLAS,0.562,1.0708
NW01,MAT-200756,RM-COMP-AFLAS,0.495,1.0598
NW01,MAT-200756,RM-COMP-NBR,0.407,1.0455
NW01,MAT-200768,RM-COMP-HNBR,0.399,1.0557
NW01,MAT-200768,RM-COMP-AFLAS,0.437,1.0454
NW01,MAT-200782,RM-COMP-HNBR,0.352,1.0712
NW01,MAT-200784,RM-COMP-AFLAS,0.416,1.0865
NW01,MAT-200786,RM-COMP-HNBR,0.327,1.0485
NW01,MAT-200786,RM-COMP-SILI,0.33,1.0383
NW01,MAT-200790,RM-COMP-AFLAS,0.548,1.0171
NW01,MAT-200791,RM-COMP-HNBR,0.371,1.0772
NW01,MAT-200791,RM-COMP-FKM,0.531,1.0583
NW01,MAT-200803,RM-COMP-EPDM,0.285,1.0463
NW01,MAT-200813,RM-COMP-NBR,0.384,1.0698
NW01,MAT-200815,RM-COMP-AFLAS,0.463,1.0527
NW01,MAT-200820,RM-COMP-SILI,0.37,1.0301
NW01,MAT-200822,RM-COMP-SILI,0.274,1.0443
NW01,MAT-200824,RM-COMP-EPDM,0.303,1.0516
NW01,MAT-200829,RM-COMP-NBR,0.379,1.0824
NW01,MAT-200832,RM-COMP-FKM,0.501,1.0535
NW01,MAT-200841,RM-COMP-AFLAS,0.532,1.0618
NW01,MAT-200845,RM-COMP-EPDM,0.294,1.0404
NW01,MAT-200848,RM-COMP-AFLAS,0.459,1.0434
NW01,MAT-200850,RM-COMP-FKM,0.465,1.0353
NW01,MAT-200865,RM-COMP-HNBR,0.454,1.0373
NW01,MAT-200866,RM-COMP-SILI,0.302,1.0262
NW01,MAT-200868,RM-COMP-HNBR,0.446,1.0675
NW01,MAT-200869,RM-COMP-NBR,0.375,1.0708
NW01,MAT-200871,RM-COMP-HNBR,0.377,1.0465
NW01,MAT-200874,RM-COMP-HNBR,0.397,1.0637
NW01,MAT-200875,RM-COMP-NBR,0.337,1.0251
NW01,MAT-200875,RM-COMP-EPDM,0.294,1.0211
NW01,MAT-200876,RM-COMP-AFLAS,0.459,1.0272
NW01,MAT-200876,RM-COMP-NBR,0.36,1.0629
NW01,MAT-200877,RM-COMP-FKM,0.432,1.0463
NW01,MAT-200891,RM-COMP-EPDM,0.312,1.0566
NW01,MAT-200896,RM-COMP-HNBR,0.468,1.0614
NW01,MAT-200898,RM-COMP-NBR,0.376,1.0292
NW01,MAT-200898,RM-COMP-AFLAS,0.559,1.0866
NW02,MAT-100001,RM-COIL-AL,5.768,1.0332
NW02,MAT-100001,RM-COIL-NI,6.51,1.0414
NW02,MAT-100003,RM-COIL-SS304,6.882,1.0341
NW02,MAT-100006,RM-COIL-SS316,9.92,1.0676
NW02,MAT-100006,RM-COIL-AL,5.887,1.0556
NW02,MAT-100008,RM-COIL-SS304,7.983,1.0535
NW02,MAT-100009,RM-COIL-TI,6.39,1.0639
NW02,MAT-100009,RM-COIL-NI,6.3,1.0628
NW02,MAT-100015,RM-COIL-TI,5.351,1.0384
NW02,MAT-100016,RM-COIL-SS304,12.13,1.0333
NW02,MAT-100017,RM-COIL-SS304,12.867,1.0312
NW02,MAT-100018,RM-COIL-AL,7.352,1.0292
NW02,MAT-100019,RM-COIL-TI,7.588,1.0876
NW02,MAT-100019,RM-COIL-AL,6.901,1.0801
NW02,MAT-100025,RM-COIL-SS304,6.967,1.0473
NW02,MAT-100028,RM-COIL-SS316,14.146,1.0546
NW02,MAT-100028,RM-COIL-SS304,12.505,1.0691
NW02,MAT-100036,RM-COIL-AL,4.567,1.0608
NW02,MAT-100041,RM-COIL-SS316,13.597,1.0866
NW02,MAT-100045,RM-COIL-SS316,6.55,1.0628
NW02,MAT-100045,RM-COIL-TI,6.148,1.0403
NW02,MAT-100047,RM-COIL-SS304,10.423,1.0649
NW02,MAT-100047,RM-COIL-AL,8.008,1.0617
NW02,MAT-100048,RM-COIL-SS316,6.981,1.0609
NW02,MAT-100054,RM-COIL-SS316,8.572,1.0342
NW02,MAT-100060,RM-COIL-AL,4.824,1.0558
NW02,MAT-100062,RM-COIL-SS316,7.791,1.0576
NW02,MAT-100067,RM-COIL-AL,6.063,1.065
NW02,MAT-100068,RM-COIL-NI,6.231,1.0413
NW02,MAT-100069,RM-COIL-NI,6.398,1.0493
NW02,MAT-100077,RM-COIL-TI,11.354,1.0496
NW02,MAT-100080,RM-COIL-HC276,9.251,1.0434
NW02,MAT-100085,RM-COIL-AL,5.493,1.0394
NW02,MAT-100089,RM-COIL-SS316,12.37,1.0566
NW02,MAT-100107,RM-COIL-SS316,15.729,1.0762
NW02,MAT-100107,RM-COIL-HC276,16.164,1.068
NW02,MAT-100109,RM-COIL-SS316,7.93,1.0732
NW02,MAT-100109,RM-COIL-NI,7.308,1.0527
NW02,MAT-100110,RM-COIL-TI,4.641,1.0404
NW02,MAT-100110,RM-COIL-AL,5.177,1.0763
NW02,MAT-100118,RM-COIL-SS304,7.335,1.0353
NW02,MAT-100126,RM-COIL-SS304,10.082,1.0535
NW02,MAT-100143,RM-COIL-NI,13.655,1.0686
NW02,MAT-100147,RM-COIL-SS304,6.661,1.0802
NW02,MAT-100148,RM-COIL-AL,10.593,1.0687
NW02,MAT-100151,RM-COIL-NI,9.183,1.064
NW02,MAT-100151,RM-COIL-SS316,9.335,1.0593
NW02,MAT-100152,RM-COIL-AL,4.367,1.0567
NW02,MAT-100158,RM-COIL-AL,5.564,1.0463
NW02,MAT-100158,RM-COIL-TI,5.574,1.0241
NW02,MAT-100171,RM-COIL-SS316,8.03,1.0794
NW02,MAT-100173,RM-COIL-NI,12.148,1.0537
NW02,MAT-100175,RM-COIL-SS304,8.549,1.0671
NW02,MAT-100175,RM-COIL-AL,5.582,1.0473
NW02,MAT-100176,RM-COIL-HC276,8.19,1.0442
NW02,MAT-100177,RM-COIL-TI,6.106,1.0574
NW02,MAT-100183,RM-COIL-HC276,9.122,1.0545
NW02,MAT-100184,RM-COIL-TI,11.06,1.0637
NW02,MAT-100187,RM-COIL-HC276,9.282,1.0525
NW02,MAT-100187,RM-COIL-SS316,10.057,1.0422
NW02,MAT-100189,RM-COIL-SS304,5.924,1.0322
NW02,MAT-100191,RM-COIL-HC276,13.685,1.0784
NW02,MAT-100202,RM-COIL-TI,5.232,1.0772
NW02,MAT-100205,RM-COIL-SS316,7.134,1.0282
NW02,MAT-100206,RM-COIL-HC276,9.032,1.0292
NW02,MAT-100207,RM-COIL-HC276,7.455,1.0689
NW02,MAT-100208,RM-COIL-SS316,13.352,1.0505
NW02,MAT-100208,RM-COIL-SS304,10.218,1.0463
NW02,MAT-100210,RM-COIL-SS316,8.339,1.0475
NW02,MAT-100213,RM-COIL-HC276,7.877,1.0473
NW02,MAT-100218,RM-COIL-HC276,9.07,1.0679
NW02,MAT-100221,RM-COIL-AL,10.938,1.0718
NW02,MAT-100229,RM-COIL-TI,5.781,1.0558
NW02,MAT-100234,RM-COIL-HC276,10.269,1.0443
NW02,MAT-100242,RM-COIL-NI,6.736,1.068
NW02,MAT-100242,RM-COIL-AL,5.387,1.0343
NW02,MAT-100253,RM-COIL-NI,7.152,1.0564
NW02,MAT-100253,RM-COIL-HC276,6.853,1.0302
NW02,MAT-100258,RM-COIL-AL,6.143,1.0771
NW02,MAT-100258,RM-COIL-TI,6.652,1.0639
NW02,MAT-100261,RM-COIL-SS304,5.645,1.0516
NW02,MAT-100265,RM-COIL-SS304,7.637,1.0629
NW02,MAT-100271,RM-COIL-SS316,11.036,1.0534
NW02,MAT-100271,RM-COIL-AL,7.613,1.0231
NW02,MAT-100272,RM-COIL-TI,6.629,1.0526
NW02,MAT-100273,RM-COIL-SS316,6.223,1.0558
NW02,MAT-100273,RM-COIL-HC276,9.483,1.0866
NW02,MAT-100281,RM-COIL-HC276,11.897,1.0312
NW02,MAT-100282,RM-COIL-TI,6.365,1.0343
NW02,MAT-100283,RM-COIL-TI,6.626,1.074
NW02,MAT-100283,RM-COIL-SS304,10.412,1.0742
NW02,MAT-100286,RM-COIL-HC276,9.925,1.0773
NW02,MAT-100286,RM-COIL-TI,5.432,1.0567
NW02,MAT-100288,RM-COIL-TI,6.076,1.0191
NW02,MAT-100288,RM-COIL-AL,6.008,1.0547
NW02,MAT-100305,RM-COIL-HC276,12.65,1.0577
NW02,MAT-100305,RM-COIL-NI,11.099,1.0343
NW02,MAT-100311,RM-COIL-NI,12.188,1.0271
NW02,MAT-100313,RM-COIL-HC276,8.749,1.0513
NW02,MAT-100314,RM-COIL-AL,5.923,1.0362
NW02,MAT-100314,RM-COIL-HC276,7.275,1.0759
NW02,MAT-100328,RM-COIL-TI,11.212,1.0464
NW02,MAT-100329,RM-COIL-SS316,11.293,1.0322
NW02,MAT-100330,RM-COIL-AL,6.179,1.0698
NW02,MAT-100338,RM-COIL-AL,6.236,1.0866
NW02,MAT-100338,RM-COIL-TI,4.53,1.0282
NW02,MAT-100343,RM-COIL-SS304,7.642,1.0414
NW02,MAT-100347,RM-COIL-TI,11.599,1.0792
NW02,MAT-100355,RM-COIL-AL,5.619,1.0609
NW02,MAT-100356,RM-COIL-SS304,5.759,1.0191
NW02,MAT-100360,RM-COIL-HC276,7.075,1.0372
NW02,MAT-100360,RM-COIL-AL,5.438,1.0814
NW02,MAT-100362,RM-COIL-TI,4.94,1.0312
NW02,MAT-100367,RM-COIL-TI,6.977,1.0588
NW02,MAT-100368,RM-COIL-TI,6.227,1.0373
NW02,MAT-100369,RM-COIL-HC276,9.786,1.0876
NW02,MAT-100369,RM-COIL-NI,5.446,1.0846
NW02,MAT-100375,RM-COIL-AL,4.928,1.0627
NW02,MAT-100375,RM-COIL-TI,5.693,1.0557
NW02,MAT-100376,RM-COIL-NI,9.535,1.0181
NW02,MAT-100383,RM-COIL-TI,10.639,1.0638
NW02,MAT-100383,RM-COIL-NI,12.806,1.0814
NW02,MAT-100384,RM-COIL-AL,4.417,1.0302
NW02,MAT-100393,RM-COIL-SS304,6.943,1.0658
NW02,MAT-100393,RM-COIL-NI,6.861,1.0506
NW02,MAT-100401,RM-COIL-HC276,14.433,1.0535
NW02,MAT-100406,RM-COIL-TI,5.971,1.0393
NW02,MAT-100406,RM-COIL-SS316,8.197,1.0404
NW02,MAT-100408,RM-COIL-SS316,6.407,1.0302
NW02,MAT-100420,RM-COIL-TI,6.294,1.0588
NW02,MAT-100428,RM-COIL-NI,5.766,1.0557
NW02,MAT-100431,RM-COIL-NI,13.508,1.0676
NW02,MAT-100433,RM-COIL-NI,5.336,1.0845
NW02,MAT-100440,RM-COIL-TI,5.431,1.0717
NW02,MAT-100444,RM-COIL-AL,5.352,1.0711
NW02,MAT-100444,RM-COIL-SS304,7.549,1.0403
NW02,MAT-100451,RM-COIL-SS304,9.315,1.0699
NW02,MAT-100459,RM-COIL-HC276,9.627,1.0835
NW02,MAT-100460,RM-COIL-SS316,14.677,1.0333
NW02,MAT-100460,RM-COIL-AL,10.106,1.0544
NW02,MAT-100467,RM-COIL-SS304,12.407,1.0671
NW02,MAT-100473,RM-COIL-SS304,12.602,1.0526
NW02,MAT-100476,RM-COIL-SS304,5.664,1.0231
NW02,MAT-100478,RM-COIL-SS316,6.786,1.0856
NW02,MAT-100480,RM-COIL-TI,5.748,1.0721
NW02,MAT-100481,RM-COIL-SS304,7.707,1.0855
NW02,MAT-100482,RM-COIL-HC276,6.998,1.0823
NW02,MAT-100484,RM-COIL-TI,9.844,1.0685
NW02,MAT-100489,RM-COIL-TI,5.198,1.0702
NW02,MAT-100489,RM-COIL-NI,6.996,1.0567
NW02,MAT-100491,RM-COIL-NI,12.597,1.0444
NW02,MAT-100492,RM-COIL-AL,4.921,1.0666
NW02,MAT-100499,RM-COIL-TI,6.456,1.0599
NW02,MAT-100499,RM-COIL-SS316,9.168,1.0312
NW02,MAT-100507,RM-COIL-HC276,7.961,1.0343
NW02,MAT-100510,RM-COIL-TI,6.066,1.0383
NW02,MAT-100516,RM-COIL-SS316,7.884,1.0495
NW02,MAT-100520,RM-COIL-NI,11.248,1.0763
NW02,MAT-100522,RM-COIL-SS304,9.635,1.0626
NW02,MAT-100522,RM-COIL-TI,6.639,1.0506
NW02,MAT-100525,RM-COIL-TI,5.241,1.0312
NW02,MAT-100526,RM-COIL-TI,6.496,1.0465
NW02,MAT-100526,RM-COIL-SS304,8.012,1.066
NW02,MAT-100529,RM-COIL-NI,7.514,1.0793
NW02,MAT-100534,RM-COIL-TI,6.253,1.0414
NW02,MAT-100534,RM-COIL-HC276,12.566,1.0609
NW02,MAT-100538,RM-COIL-HC276,9.016,1.0453
NW02,MAT-100545,RM-COIL-HC276,17.75,1.0605
NW02,MAT-100548,RM-COIL-HC276,8.945,1.0343
NW02,MAT-100553,RM-COIL-SS316,7.009,1.0772
NW02,MAT-100554,RM-COIL-SS316,6.871,1.0241
NW02,MAT-100555,RM-COIL-NI,7.024,1.0597
NW02,MAT-100555,RM-COIL-SS304,7.537,1.0835
NW02,MAT-100556,RM-COIL-SS304,14.194,1.0763
NW02,MAT-100560,RM-COIL-HC276,7.448,1.0546
NW02,MAT-100564,RM-COIL-TI,5.395,1.0302
NW02,MAT-100566,RM-COIL-SS316,7.656,1.0443
NW02,MAT-100567,RM-COIL-HC276,7.039,1.0433
NW02,MAT-100567,RM-COIL-AL,4.358,1.0403
NW02,MAT-100569,RM-COIL-NI,11.589,1.0322
NW02,MAT-100569,RM-COIL-TI,9.359,1.0474
NW02,MAT-100573,RM-COIL-SS304,6.971,1.0741
NW02,MAT-100576,RM-COIL-HC276,9.076,1.0496
NW02,MAT-100577,RM-COIL-AL,4.941,1.0599
NW02,MAT-100577,RM-COIL-HC276,9.475,1.0414
NW02,MAT-100584,RM-COIL-SS316,8.719,1.0424
NW02,MAT-100585,RM-COIL-SS304,6.396,1.0618
NW02,MAT-100592,RM-COIL-SS316,13.533,1.0834
NW02,MAT-100597,RM-COIL-HC276,6.749,1.0433
NW02,MAT-100598,RM-COIL-AL,4.71,1.0171
NW02,MAT-100609,RM-COIL-TI,4.657,1.0455
NW02,MAT-100618,RM-COIL-TI,7.567,1.0558
NW02,MAT-100629,RM-COIL-AL,8.474,1.0455
NW02,MAT-100640,RM-COIL-AL,9.679,1.0545
NW02,MAT-100640,RM-COIL-SS304,12.629,1.0524
NW02,MAT-100644,RM-COIL-SS304,7.208,1.0302
NW02,MAT-100645,RM-COIL-SS304,6.828,1.0753
NW02,MAT-100646,RM-COIL-SS304,6.553,1.0353
NW02,MAT-100651,RM-COIL-SS316,6.493,1.0211
NW02,MAT-100651,RM-COIL-SS304,6.207,1.0434
NW02,MAT-100653,RM-COIL-AL,7.509,1.0547
NW02,MAT-100654,RM-COIL-SS304,8.917,1.0475
NW02,MAT-100655,RM-COIL-SS316,8.602,1.0363
NW02,MAT-100664,RM-COIL-SS304,13.201,1.0414
NW02,MAT-100668,RM-COIL-TI,6.139,1.0394
NW02,MAT-100675,RM-COIL-NI,6.978,1.0512
NW02,MAT-100682,RM-COIL-NI,6.481,1.0547
NW02,MAT-100688,RM-COIL-NI,12.168,1.0527
NW02,MAT-100695,RM-COIL-SS316,13.689,1.0504
NW02,MAT-100696,RM-COIL-NI,7.645,1.0656
NW02,MAT-100696,RM-COIL-HC276,8.898,1.0628
NW02,MAT-100706,RM-COIL-TI,4.888,1.0171
NW02,MAT-100713,RM-COIL-TI,8.078,1.0302
NW02,MAT-100713,RM-COIL-HC276,12.748,1.0649
NW02,MAT-100720,RM-COIL-SS304,7.935,1.0353
NW02,MAT-100722,RM-COIL-HC276,7.041,1.0835
NW02,MAT-100722,RM-COIL-SS316,7.775,1.0649
NW02,MAT-100723,RM-COIL-TI,5.818,1.077
NW02,MAT-100737,RM-COIL-NI,10.979,1.0794
NW02,MAT-100744,RM-COIL-HC276,8.873,1.0393
NW02,MAT-100744,RM-COIL-SS316,8.082,1.068
NW02,MAT-100751,RM-COIL-SS316,10.363,1.0813
NW02,MAT-100752,RM-COIL-SS316,8.12,1.0547
NW02,MAT-100752,RM-COIL-TI,5.477,1.0709
NW02,MAT-100753,RM-COIL-TI,5.295,1.0586
NW02,MAT-100761,RM-COIL-NI,10.371,1.0671
NW02,MAT-100762,RM-COIL-SS316,11.205,1.066
NW02,MAT-100767,RM-COIL-SS304,13.198,1.0333
NW02,MAT-100770,RM-COIL-HC276,7.632,1.072
NW02,MAT-100771,RM-COIL-AL,4.779,1.0665
NW02,MAT-100773,RM-COIL-SS304,14.758,1.0573
NW02,MAT-100774,RM-COIL-SS316,11.573,1.0494
NW02,MAT-100774,RM-COIL-HC276,12.13,1.0433
NW02,MAT-100779,RM-COIL-TI,9.215,1.0812
NW02,MAT-100779,RM-COIL-HC276,16.816,1.0312
NW02,MAT-100782,RM-COIL-SS316,6.368,1.0211
NW02,MAT-100792,RM-COIL-TI,4.532,1.0404
NW02,MAT-100796,RM-COIL-AL,7.864,1.0636
NW02,MAT-100796,RM-COIL-HC276,15.37,1.0556
NW02,MAT-100798,RM-COIL-NI,7.54,1.0568
NW02,MAT-100800,RM-COIL-TI,6.118,1.0782
NW02,MAT-100800,RM-COIL-HC276,8.228,1.0343
NW02,MAT-100802,RM-COIL-TI,4.799,1.0464
NW02,MAT-100802,RM-COIL-HC276,8.312,1.0586
NW02,MAT-100804,RM-COIL-NI,7.193,1.0655
NW02,MAT-100813,RM-COIL-TI,5.043,1.0639
NW02,MAT-100814,RM-COIL-TI,5.674,1.0609
NW02,MAT-100817,RM-COIL-AL,5.34,1.0516
NW02,MAT-100817,RM-COIL-SS316,8.508,1.0648
NW02,MAT-100822,RM-COIL-HC276,11.841,1.0322
NW02,MAT-100825,RM-COIL-HC276,9.37,1.0455
NW02,MAT-100826,RM-COIL-SS304,7.081,1.0302
NW02,MAT-100831,RM-COIL-HC276,7.661,1.0609
